p,17.33,8.83,0.00,0.00,1,9.50
p,17.33,8.47,0.00,-2.53,1,9.50
p,17.33,7.52,0.00,-4.91,1,9.50
p,18.11,6.63,3.17,-5.23,0,32.00
p,19.63,4.94,8.12,-8.59,0,32.00
p,22.47,2.68,15.26,-6.59,0,32.00
p,26.64,2.41,16.92,3.00,0,9.50
p,29.85,4.66,7.83,12.99,1,9.50
p,31.65,7.92,6.63,11.09,1,9.50
p,33.31,10.37,6.63,8.71,1,9.50
p,34.97,12.23,6.63,6.34,0,32.00
p,36.62,12.75,6.63,-1.66,0,32.00
p,38.28,11.27,6.63,-9.66,0,32.00
p,39.94,8.20,6.63,-13.54,1,9.50
p,41.75,4.67,11.80,-10.04,1,9.50
p,45.42,2.51,16.02,-3.96,1,9.50
p,49.50,2.56,15.92,2.81,1,9.50
p,52.43,4.71,7.07,11.95,1,9.50
p,53.97,7.50,5.98,10.14,1,9.50
p,55.47,9.72,5.98,7.77,1,9.50
p,56.96,11.34,5.98,5.39,1,9.50
p,58.56,12.42,5.98,2.86,1,9.50
p,60.05,12.80,15.00,0.00,2,0.10
p,63.14,12.59,6.00,-1.70,1,9.50
p,64.65,11.85,6.00,-4.08,1,9.50
p,66.74,10.89,15.00,0.00,2,0.10
p,68.69,10.52,6.00,-3.77,0,32.00
p,70.29,8.58,6.00,-8.94,1,9.50
p,71.80,5.45,6.00,-16.21,0,32.00
p,74.62,2.71,15.34,-5.45,1,9.50
p,78.65,2.63,16.18,1.02,1,9.50
p,81.82,4.46,8.35,11.42,1,9.50
p,83.21,7.56,3.97,10.89,1,9.50
p,84.20,9.96,3.97,8.52,1,9.50
p,85.26,11.88,3.97,5.99,1,9.50
p,86.25,13.06,3.97,3.61,1,9.50
p,87.24,13.64,3.97,1.23,1,9.50
p,88.78,13.65,15.00,0.00,2,0.10
p,92.78,13.51,6.00,0.00,0,32.00
p,94.38,12.87,6.00,-3.66,1,9.50
p,95.98,11.53,6.00,-6.19,1,9.50
p,97.48,9.67,6.00,-8.57,1,9.50
p,98.98,7.21,6.00,-10.94,1,9.50
p,100.98,4.58,11.23,-9.77,0,32.00
p,104.72,2.65,17.95,-2.94,0,32.00
p,109.25,3.01,16.52,6.53,0,9.50
p,111.94,6.00,7.07,13.68,1,9.50
p,113.71,9.11,7.07,11.31,1,9.50
p,115.59,11.76,7.07,8.77,1,9.50
p,117.36,13.64,7.07,6.40,1,9.50
p,119.13,14.92,7.07,4.02,1,9.50
p,120.89,15.61,7.07,1.65,1,9.50
p,122.66,15.71,7.07,-0.73,1,9.50
p,124.43,15.21,7.07,-3.10,1,9.50
p,126.19,14.12,7.07,-5.48,1,9.50
p,127.96,12.37,7.07,-9.36,0,32.00
p,129.73,8.96,7.07,-17.35,0,32.00
p,132.08,4.22,17.11,-13.99,0,32.00
p,137.53,2.64,23.56,0.71,1,9.50
p,142.37,5.65,9.72,18.98,1,9.50
p,144.10,10.32,6.74,17.65,1,9.50
p,145.79,14.19,6.74,12.27,0,32.00
