p,9.33,4.58,0.00,0.00,1,9.50
p,9.33,4.26,0.00,-2.38,1,9.50
p,9.80,3.67,3.86,-2.32,0,32.00
p,11.26,2.91,7.86,-2.02,0,32.00
p,13.47,2.50,9.54,-0.92,0,32.00
p,15.94,2.30,10.06,-0.65,0,32.00
p,18.49,2.20,10.34,-0.18,0,32.00
p,21.09,2.18,10.43,-0.02,1,9.50
p,23.70,2.20,10.43,0.11,1,9.50
p,26.48,2.27,10.43,0.33,0,9.50
p,29.32,2.39,54.63,1.24,1,9.50
p,34.10,5.82,12.91,23.06,1,9.50
p,37.42,12.30,11.72,23.81,0,9.50
p,40.35,17.71,11.72,20.31,1,9.50
p,43.28,22.47,11.72,17.94,1,9.50
p,46.21,26.50,11.72,13.31,0,32.00
p,49.14,28.76,11.72,5.31,0,32.00
p,52.07,29.51,11.72,1.81,1,9.50
p,55.00,29.64,11.72,-0.56,1,9.50
p,57.93,29.19,11.72,-2.94,1,9.50
p,60.86,27.57,11.72,-10.19,0,32.00
p,63.79,24.44,11.72,-13.69,1,9.50
p,66.72,20.57,11.72,-18.31,0,32.00
p,69.65,14.94,11.72,-25.53,0,32.00
p,73.64,9.07,18.26,-24.63,0,32.00
p,79.05,2.92,28.80,-20.54,1,9.50
p,85.33,2.25,23.97,4.82,1,9.50
p,91.00,3.88,18.57,13.35,1,9.50
p,94.41,8.57,11.02,20.93,1,9.50
p,97.17,13.48,11.02,18.56,1,9.50
p,99.92,17.81,11.02,16.18,1,9.50
p,102.68,21.54,11.02,13.81,1,9.50
p,105.62,24.86,11.02,11.27,1,9.50
p,108.37,27.36,11.02,8.90,1,9.50
p,111.13,29.27,11.02,6.52,1,9.50
p,113.88,30.58,11.02,4.15,1,9.50
p,116.64,31.30,11.02,1.77,1,9.50
p,119.58,31.42,11.02,-0.76,1,9.50
p,122.33,30.91,11.02,-3.14,1,9.50
p,125.09,29.81,11.02,-5.51,1,9.50
p,127.85,28.11,11.02,-7.89,1,9.50
p,130.60,25.83,11.02,-10.26,1,9.50
p,133.36,22.94,11.02,-12.64,1,9.50
p,136.11,19.47,11.02,-15.01,1,9.50
