p,11.24,7.85,0.00,0.00,1,9.50
p,11.24,7.49,0.00,-2.53,1,9.50
p,11.24,6.54,0.00,-4.91,1,9.50
p,11.82,5.64,4.63,-2.23,0,32.00
p,13.41,4.95,7.76,-3.05,0,32.00
p,15.69,4.17,11.54,-3.82,0,32.00
p,19.78,3.17,18.64,-1.39,0,32.00
p,24.85,2.32,19.65,-2.23,1,9.50
p,29.80,2.11,19.84,1.38,1,9.50
p,34.58,3.22,17.44,8.40,1,9.50
p,38.13,6.49,10.45,13.85,1,9.50
p,40.75,9.64,10.45,11.48,1,9.50
p,43.36,12.13,10.45,7.60,1,9.50
p,45.97,13.62,10.45,3.35,0,32.00
p,48.76,13.58,10.45,-1.81,1,9.50
p,51.37,12.81,10.45,-4.18,1,9.50
p,53.99,10.96,10.45,-11.06,0,32.00
p,56.77,6.81,10.45,-19.59,0,32.00
p,60.45,2.66,21.37,-8.24,0,32.00
p,66.14,2.55,21.69,7.47,0,9.50
p,69.80,6.78,9.26,18.10,1,9.50
p,72.11,10.99,9.26,15.73,1,9.50
p,74.43,14.61,9.26,13.35,1,9.50
p,76.74,17.63,9.26,10.98,1,9.50
p,79.06,20.05,9.26,8.60,1,9.50
p,81.37,21.89,9.26,6.23,1,9.50
p,83.69,23.13,9.26,3.84,1,9.50
p,86.16,23.79,9.26,1.32,1,9.50
p,88.47,23.81,9.26,-1.06,1,9.50
p,90.79,23.23,9.26,-3.43,1,9.50
p,93.25,21.95,9.26,-5.97,1,9.50
p,95.57,20.14,9.26,-8.34,1,9.50
p,97.88,17.74,9.26,-10.72,1,9.50
p,100.36,17.30,9.28,0.06,1,9.50
p,102.68,17.32,9.28,0.13,1,9.50
p,104.81,17.91,7.85,3.29,1,9.50
p,106.78,18.41,7.85,0.54,0,32.00
p,108.74,17.56,7.85,-7.11,0,32.00
p,110.83,14.46,7.85,-15.62,0,32.00
p,112.92,9.09,7.85,-24.16,0,32.00
p,114.98,3.02,14.99,-3.92,1,9.50
p,118.50,3.63,10.51,9.59,1,9.50
p,120.83,6.50,11.55,13.63,1,9.50
p,123.92,9.78,11.55,11.10,1,9.50
p,126.80,12.24,11.55,8.72,1,9.50
p,129.69,14.10,11.55,6.35,1,9.50
p,132.77,15.44,11.55,3.81,1,9.50
p,135.66,16.07,11.55,1.44,1,9.50
p,138.55,16.12,11.55,-0.94,1,9.50
p,141.63,15.51,11.55,-3.47,1,9.50
p,144.52,14.32,11.55,-5.85,1,9.50
p,147.41,12.55,11.55,-8.22,1,9.50
p,150.30,10.17,11.55,-10.60,1,9.50
p,153.19,7.21,11.55,-12.97,1,9.50
p,156.33,4.87,14.49,-0.90,1,9.50
p,159.95,3.67,14.49,-8.53,0,32.00
p,164.01,2.83,17.07,-1.76,0,32.00
p,168.37,2.55,17.65,-0.67,0,32.00
p,172.82,2.41,17.87,-0.43,0,32.00
p,177.30,2.30,18.02,-0.37,0,32.00
p,181.83,2.22,18.17,-0.32,0,32.00
p,186.39,2.16,18.29,-0.22,0,32.00
p,190.97,2.11,18.36,-0.08,0,32.00
p,195.56,2.10,18.38,0.00,0,9.50
p,200.99,2.15,22.61,0.18,0,9.50
p,206.65,2.19,22.61,0.26,0,9.50
p,212.53,2.74,25.00,0.81,0,32.00
p,218.78,2.68,25.00,2.11,0,9.50
p,224.99,3.55,24.49,4.97,1,9.50
p,230.70,5.58,20.91,11.07,1,9.50
p,235.26,9.00,17.35,13.72,1,9.50
p,239.60,12.12,17.35,11.34,1,9.50
p,243.94,14.64,17.35,8.97,1,9.50
