p,15.72,7.35,0.00,0.00,1,9.50
p,15.72,7.03,0.00,-2.38,1,9.50
p,15.72,5.71,0.00,-8.88,0,32.00
p,17.12,3.74,8.73,-7.53,0,32.00
p,20.39,2.80,13.58,1.01,0,9.50
p,23.00,4.66,7.91,8.26,0,9.50
p,24.98,5.79,7.91,1.76,1,9.50
p,26.96,5.69,7.91,-3.61,0,32.00
p,29.00,5.02,8.19,-6.17,0,32.00
p,31.57,3.25,13.03,-5.78,0,32.00
p,35.26,2.45,15.35,-2.75,0,32.00
p,40.16,2.91,18.93,4.82,1,9.50
p,44.54,4.74,16.45,8.54,1,9.50
p,48.21,7.16,13.85,9.79,1,9.50
p,51.67,9.29,13.85,7.41,1,9.50
p,55.14,10.81,13.85,4.29,0,32.00
p,58.83,10.75,13.85,-4.24,0,32.00
p,62.29,8.62,13.85,-12.24,0,32.00
p,65.93,4.94,18.90,-7.50,0,32.00
p,71.14,3.69,21.83,-3.65,0,32.00
p,77.16,3.31,25.32,-0.47,1,9.50
p,83.41,3.37,25.00,1.77,1,9.50
p,90.02,4.26,24.60,3.66,1,9.50
p,96.17,4.37,24.60,-3.21,0,32.00
p,102.39,3.22,25.18,-3.86,0,32.00
p,108.66,2.38,25.18,-2.72,0,32.00
p,115.33,2.19,25.18,2.08,0,9.50
p,121.49,3.39,24.02,6.85,0,9.50
p,126.77,6.41,15.65,14.98,1,9.50
p,130.68,9.83,15.65,12.61,1,9.50
p,134.59,12.39,15.65,6.86,0,32.00
p,138.76,13.01,15.65,-1.68,0,32.00
p,142.68,11.52,15.65,-9.68,0,32.00
p,146.85,7.73,15.65,-18.21,0,32.00
p,151.11,3.78,20.40,-3.41,0,32.00
p,156.76,3.30,23.49,-0.60,0,32.00
p,162.92,3.58,24.45,2.06,0,32.00
p,168.91,4.20,23.53,3.80,0,9.50
p,175.17,4.52,23.61,4.09,0,32.00
p,181.07,4.48,23.61,-3.91,0,32.00
p,187.01,2.66,24.75,-3.24,0,32.00
p,193.26,2.23,25.68,0.43,0,9.50
p,199.48,3.00,24.50,5.71,0,9.50
p,204.97,5.31,17.41,15.11,1,9.50
p,208.24,10.07,9.88,18.12,1,9.50
p,210.71,14.28,9.88,15.74,1,9.50
p,213.18,17.53,9.88,11.49,1,9.50
p,216.49,18.83,15.00,0.00,2,0.10
p,220.24,18.70,15.00,0.00,2,0.10
p,223.99,18.56,15.00,0.00,2,0.10
p,227.57,18.43,9.88,-0.70,1,9.50
p,230.04,17.45,9.88,-7.57,0,32.00
p,232.65,16.55,10.92,-0.96,0,32.00
p,235.49,16.24,11.75,-1.39,0,32.00
p,238.75,15.68,12.86,-2.66,0,32.00
p,242.17,14.85,14.53,-2.99,0,32.00
p,245.88,13.22,15.96,-7.87,0,32.00
p,249.89,10.20,17.26,-14.32,0,32.00
p,254.69,6.35,19.23,-19.13,0,32.00
p,260.22,2.50,26.23,-1.42,1,9.50
p,264.31,5.62,12.82,15.41,1,9.50
p,267.52,9.15,12.82,13.03,1,9.50
