p,15.41,9.87,0.00,0.00,1,9.50
p,15.41,9.51,0.00,-2.53,1,9.50
p,15.41,8.56,0.00,-4.91,1,9.50
p,16.07,7.50,3.66,-5.88,0,32.00
p,17.50,5.30,8.14,-10.83,0,32.00
p,20.73,3.31,16.14,-0.81,1,9.50
p,25.04,3.27,16.14,-0.01,1,9.50
p,29.07,3.33,16.15,-0.18,1,9.50
p,32.26,5.21,10.47,9.50,1,9.50
p,34.87,7.27,10.47,7.12,1,9.50
p,37.49,8.73,10.47,4.75,1,9.50
p,40.11,9.54,10.47,0.87,0,32.00
p,42.72,8.69,10.47,-7.13,0,32.00
p,45.34,6.41,10.47,-10.25,1,9.50
p,47.95,3.69,10.47,1.33,1,9.50
p,49.87,4.99,5.77,6.37,1,9.50
p,51.22,6.45,5.06,4.27,1,9.50
p,52.49,7.20,5.06,1.90,1,9.50
p,53.75,7.36,5.06,-0.48,1,9.50
p,55.02,6.92,5.06,-2.86,0,32.00
p,56.31,5.27,7.27,-6.63,1,9.50
p,58.34,3.59,10.06,-4.57,1,9.50
p,61.10,3.83,8.71,5.18,1,9.50
p,62.84,5.34,6.34,5.57,1,9.50
p,64.39,6.24,5.83,2.69,1,9.50
p,65.85,6.60,5.83,0.31,1,9.50
p,67.34,6.53,5.12,-0.48,0,32.00
p,68.91,5.75,6.60,-4.99,0,32.00
p,70.95,3.93,10.18,-8.77,0,32.00
p,74.16,3.37,12.58,5.48,1,9.50
p,76.71,5.29,9.35,7.66,0,32.00
p,79.01,6.28,8.83,2.08,0,32.00
p,81.22,6.28,8.83,-0.82,1,9.50
p,83.43,5.76,8.83,-3.19,1,9.50
p,85.63,4.64,8.83,-5.57,1,9.50
p,87.99,2.80,8.83,-8.10,1,9.50
p,89.65,2.97,5.36,3.14,1,9.50
p,90.70,3.81,3.02,3.46,1,9.50
p,91.26,4.56,1.41,2.08,1,9.50
p,91.47,4.87,0.24,0.35,0,9.50
p,91.19,4.46,-2.79,-4.08,0,32.00
p,89.77,3.04,-8.90,-5.37,0,32.00
p,86.81,2.46,-11.62,1.05,0,9.50
p,84.47,3.66,15.00,-7.51,0,9.50
p,88.76,2.64,17.03,3.38,0,9.50
p,91.69,5.17,8.48,12.26,0,9.50
p,93.95,7.33,8.48,4.10,0,32.00
p,96.22,7.22,8.48,-4.43,0,32.00
p,98.57,5.45,10.91,-7.56,1,9.50
p,101.48,2.95,10.91,-12.34,0,32.00
p,105.27,2.48,19.01,3.47,1,9.50
p,108.82,5.06,10.30,13.52,0,9.50
p,110.61,8.10,6.74,7.42,0,32.00
p,112.30,8.88,6.74,-0.58,0,32.00
p,113.98,7.71,6.74,-7.46,1,9.50
p,115.97,6.03,9.18,-7.10,0,32.00
p,118.61,3.60,13.10,-10.61,0,32.00
p,122.87,2.32,20.97,-0.17,1,9.50
p,127.56,4.42,14.24,14.91,1,9.50
p,130.36,8.38,11.01,14.83,1,9.50
p,133.11,11.76,11.01,12.08,0,32.00
p,135.87,13.72,11.01,4.08,0,32.00
p,138.62,13.67,11.01,-3.92,0,32.00
p,141.37,11.62,11.01,-11.92,0,32.00
p,144.13,7.58,11.01,-19.92,0,32.00
p,147.48,3.39,18.08,-3.96,1,9.50
p,152.08,2.76,18.70,-1.36,1,9.50
p,156.78,2.60,18.81,0.19,1,9.50
p,161.47,2.85,18.81,2.78,1,9.50
p,165.92,4.19,16.44,7.82,1,9.50
p,169.82,6.20,15.56,6.93,1,9.50
p,173.96,7.69,15.56,4.40,1,9.50
p,177.31,6.62,12.20,-10.70,0,32.00
p,180.60,3.49,16.95,-6.70,0,32.00
