p,9.33,4.78,0.00,0.00,1,9.50
p,9.33,4.46,0.00,-2.37,1,9.50
p,9.57,4.01,1.89,-1.06,1,9.50
p,10.32,3.54,4.51,-3.01,0,32.00
p,11.99,2.79,8.31,-2.34,0,32.00
p,14.30,2.48,9.59,-0.91,0,32.00
p,16.85,2.38,13.34,0.13,0,9.50
p,20.90,2.52,18.24,0.29,0,9.50
p,26.11,2.55,23.89,0.10,0,9.50
p,32.31,2.57,25.00,0.10,0,9.50
p,38.55,2.60,25.00,0.08,0,9.50
p,44.80,2.62,25.00,0.08,0,9.50
p,51.05,2.63,25.00,0.07,0,9.50
p,57.71,2.65,25.00,0.07,0,9.50
p,63.96,2.67,25.00,0.07,0,9.50
p,70.21,2.69,25.00,0.07,0,9.50
p,76.46,2.71,25.00,0.08,0,9.50
p,82.71,2.73,25.00,0.06,0,9.50
p,88.96,2.74,25.00,0.04,0,9.50
p,95.21,2.75,25.00,0.05,0,9.50
p,101.48,2.77,25.00,0.10,0,9.50
p,108.11,3.26,24.66,4.91,0,9.50
p,114.33,5.39,22.74,8.44,1,9.50
p,120.01,7.19,22.74,6.07,1,9.50
p,125.70,8.39,22.74,3.69,1,9.50
p,131.39,8.99,22.74,1.32,1,9.50
p,137.07,9.01,22.74,-1.06,1,9.50
p,137.98,6.99,1.13,-10.87,0,32.00
p,138.11,4.02,-2.49,0.29,0,32.00
p,137.38,3.89,-3.35,-0.39,0,32.00
p,136.50,3.85,-3.63,-0.11,0,32.00
p,135.52,3.86,-3.67,0.08,0,9.50
p,135.24,3.87,15.00,-0.85,0,32.00
p,138.96,4.14,14.51,2.90,0,9.50
p,142.53,5.46,12.65,5.57,1,9.50
p,145.43,6.56,10.72,3.39,0,32.00
p,148.24,6.77,10.47,-0.54,0,32.00
p,150.86,6.12,10.50,-6.18,0,32.00
p,153.83,4.03,14.10,-8.56,0,32.00
p,158.04,2.76,18.09,-1.12,1,9.50
p,162.48,3.47,16.97,5.63,1,9.50
p,166.41,5.27,15.26,7.03,1,9.50
p,170.23,6.62,15.26,2.78,0,32.00
p,174.04,6.73,15.26,0.37,0,9.50
p,177.87,6.52,15.39,-2.67,0,32.00
p,181.72,4.79,15.39,-10.67,0,32.00
p,185.75,2.27,17.89,1.45,0,9.50
p,189.58,3.94,13.41,9.20,1,9.50
p,192.86,6.04,13.04,7.36,1,9.50
p,196.12,7.56,13.04,4.98,1,9.50
p,199.38,8.49,13.04,2.61,1,9.50
p,202.64,8.60,13.04,-2.77,0,32.00
p,206.12,6.65,13.04,-11.30,0,32.00
p,210.17,3.92,18.65,-4.52,0,32.00
p,215.07,3.36,19.92,-1.03,0,32.00
p,220.51,3.46,23.23,3.54,1,9.50
p,225.71,5.66,17.32,13.77,1,9.50
p,230.27,9.43,18.97,14.84,1,9.50
p,235.38,13.26,22.15,16.26,1,9.50
p,241.25,15.20,24.63,-4.93,0,32.00
p,247.32,12.36,22.84,-18.26,0,32.00
p,252.49,6.25,19.14,-25.53,0,32.00
p,258.22,2.16,27.42,-0.85,1,9.50
p,263.86,3.95,13.95,19.27,1,9.50
p,266.71,8.81,11.19,18.42,1,9.50
p,269.50,13.10,11.19,16.05,1,9.50
p,272.49,17.02,11.19,13.52,1,9.50
p,275.29,20.08,11.19,11.14,1,9.50
p,278.27,22.70,11.19,8.61,1,9.50
p,281.07,24.53,11.19,6.23,1,9.50
p,283.87,25.77,11.19,3.86,1,9.50
p,286.67,26.42,11.19,1.48,1,9.50
p,289.47,26.47,11.19,-0.89,1,9.50
p,292.27,25.93,11.19,-3.27,1,9.50
p,295.25,24.70,11.19,-5.80,1,9.50
p,298.05,22.94,11.19,-8.18,1,9.50
p,300.85,20.57,11.19,-10.56,1,9.50
p,303.83,17.40,11.19,-13.09,1,9.50
p,306.63,13.81,11.19,-15.46,1,9.50
p,309.43,9.63,11.19,-17.84,1,9.50
p,312.64,4.79,18.27,-9.89,0,32.00
p,317.29,2.40,19.71,4.73,0,9.50
p,320.79,5.45,11.50,13.70,1,9.50
p,323.85,8.74,11.50,11.17,1,9.50
p,326.73,11.22,11.50,8.79,1,9.50
p,329.60,13.10,11.50,6.42,1,9.50
p,332.67,14.45,11.50,3.88,1,9.50
p,335.55,15.10,11.50,1.51,1,9.50
p,338.60,15.17,15.00,0.00,2,0.10
p,342.60,15.03,15.00,0.00,2,0.10
p,346.35,14.89,15.00,0.00,2,0.10
p,349.46,14.58,11.50,-3.24,0,32.00
p,352.52,12.50,11.50,-11.78,0,32.00
p,355.40,9.06,11.50,-14.90,0,32.00
p,358.61,4.14,18.86,-10.16,0,32.00
p,364.03,2.54,23.27,-3.14,0,32.00
p,370.43,3.43,21.90,10.31,1,9.50
p,375.28,7.11,16.30,14.78,1,9.50
p,378.71,11.05,12.52,15.66,1,9.50
p,381.56,14.85,11.01,14.36,1,9.50
p,384.31,18.09,11.01,10.86,0,32.00
p,387.06,19.40,11.01,-2.57,0,32.00
p,389.81,17.69,11.01,-10.57,0,32.00
p,392.75,14.30,16.27,-9.98,0,32.00
p,397.51,11.10,19.00,-14.07,0,32.00
p,402.80,7.33,25.17,-12.15,0,32.00
p,409.13,4.79,25.77,-8.04,0,32.00
p,415.43,3.10,25.77,-5.17,0,32.00
p,421.70,2.35,25.73,-0.89,0,32.00
p,427.75,3.49,23.32,7.02,1,9.50
p,433.06,6.00,20.18,10.84,1,9.50
p,438.36,7.21,21.68,1.18,0,32.00
p,443.78,6.44,21.68,-6.82,0,32.00
p,449.56,3.41,21.68,-15.35,0,32.00
p,455.66,2.05,25.01,1.46,0,9.50
p,461.88,2.76,24.66,4.08,0,9.50
p,467.94,4.32,25.64,8.04,1,9.50
p,474.17,6.75,25.00,11.41,1,9.50
p,480.24,10.11,24.03,17.66,1,9.50
p,486.47,14.35,25.00,15.88,1,9.50
p,492.72,18.00,25.00,13.51,1,9.50
p,496.01,22.94,5.24,22.43,1,9.50
p,495.79,28.77,-5.26,23.08,1,9.50
p,493.49,33.81,-12.69,16.91,1,9.50
p,488.90,37.16,-21.37,9.00,1,9.50
p,483.33,38.08,-23.07,-0.54,1,9.50
p,476.65,36.68,-24.67,-11.45,0,32.00
p,472.33,30.69,-7.51,-26.06,0,32.00
p,472.04,24.31,3.93,-25.53,0,32.00
p,475.26,18.15,19.80,-23.60,0,32.00
p,481.88,13.77,27.06,-14.44,1,9.50
p,488.14,9.80,27.06,-17.94,0,32.00
p,494.85,6.37,29.16,-6.57,0,32.00
p,501.14,4.53,29.16,-6.09,0,32.00
p,507.43,3.13,29.16,-3.74,0,32.00
p,514.12,2.51,29.16,-1.22,0,32.00
p,520.65,2.55,24.35,-2.82,0,32.00
p,526.73,2.73,24.35,1.99,0,9.50
p,533.19,3.43,23.82,3.33,0,9.50
p,539.12,4.39,25.36,4.63,0,9.50
p,545.37,5.71,25.68,5.92,1,9.50
p,552.02,7.02,25.00,3.76,1,9.50
p,558.28,7.58,25.00,-0.10,0,32.00
p,564.95,7.07,25.15,-1.01,0,32.00
p,571.19,7.07,25.15,-0.35,0,32.00
p,577.72,5.38,23.77,-12.20,0,32.00
p,584.18,2.54,26.49,0.18,0,32.00
p,590.41,3.06,24.66,4.14,0,9.50
p,596.69,4.91,22.31,9.25,1,9.50
p,601.88,7.66,19.25,12.50,1,9.50
p,606.68,11.11,17.18,12.83,1,9.50
p,611.26,14.17,17.18,10.30,1,9.50
p,615.56,16.43,17.18,7.92,1,9.50
p,619.85,18.10,17.18,5.55,1,9.50
p,624.44,19.22,17.18,3.02,1,9.50
p,628.73,19.59,17.18,-0.86,0,32.00
p,633.03,18.53,17.18,-5.87,1,9.50
p,637.61,16.61,17.18,-8.40,1,9.50
p,641.91,14.19,17.18,-10.78,1,9.50
p,646.49,10.47,17.18,-17.81,0,32.00
p,650.78,4.96,17.18,-25.53,0,32.00
p,655.34,4.99,16.86,8.79,1,9.50
p,659.27,7.05,15.60,5.07,0,32.00
p,663.17,7.25,15.60,-2.93,0,32.00
p,667.19,6.16,16.88,-3.22,0,32.00
p,671.69,4.09,16.88,-11.75,0,32.00
p,676.13,3.14,15.95,3.91,1,9.50
p,679.78,4.67,13.21,7.69,1,9.50
p,683.08,6.27,13.21,5.31,1,9.50
p,686.38,7.28,13.21,2.94,1,9.50
p,689.69,7.70,13.21,0.56,1,9.50
p,692.99,7.53,13.21,-1.81,1,9.50
p,696.29,6.10,13.21,-9.44,0,32.00
p,699.59,2.68,13.21,-17.44,0,32.00
p,703.04,3.12,12.50,6.95,1,9.50
p,705.60,5.21,9.64,7.92,1,9.50
p,708.01,6.87,9.64,5.55,1,9.50
p,710.42,7.94,9.64,3.17,1,9.50
p,712.83,8.42,9.64,0.79,1,9.50
p,715.24,8.30,9.64,-1.58,1,9.50
p,717.65,7.59,9.64,-3.96,1,9.50
p,720.42,6.29,11.53,-4.99,0,32.00
p,723.30,3.98,11.53,-12.98,0,32.00
p,727.19,3.11,16.57,0.50,0,9.50
p,731.30,3.32,17.03,-1.45,0,32.00
p,736.38,3.88,19.72,0.03,0,32.00
p,740.43,5.65,13.48,10.71,1,9.50
p,744.13,8.76,16.06,12.84,1,9.50
p,748.76,12.23,18.33,13.02,1,9.50
p,753.74,15.37,23.12,0.80,1,9.50
p,759.82,13.80,25.17,-13.69,0,32.00
p,765.85,8.13,19.32,-25.72,0,32.00
